flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1626,TPX,IAX,03-09-2022,58019,Belgium waffle,WF,20,16
449,BOX,DEX,04-09-2022,60983,Zatar chicken,C,12,7
2037,SJX,EWX,04-09-2022,58110,Vegetarian entree,V,16,0
1137,BTX,DEX,04-09-2022,60983,Zatar chicken,C,20,0
1831,EWX,LAX,05-09-2022,56447,Kosher Meal,KS,2,0
1425,ORX,AUX,05-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1856,IAX,FLX,07-09-2022,60987,Impossible Meatball Bowl,V,6,3
1677,TPX,EWX,08-09-2022,60983,Zatar chicken,C,20,16
535,HNX,LAX,07-09-2022,60458,Crispy Hawaiian garlic tofu,V,10,0
326,PDX,DEX,10-09-2022,60987,Impossible Meatball Bowl,V,6,0
2443,IAX,FLX,14-09-2022,61360,Brioche cheeseburger,B,3,0
360,ORX,MEX,17-09-2022,58766,Gingerbread French Toast,FT,1,0
1416,DEX,IAX,18-09-2022,58563,Tomato and kale baked egg,E,2,0
2679,ORX,SFX,20-09-2022,58019,Belgium waffle,WF,16,12
2446,ORX,PHX,22-09-2022,58981,Scrambled eggs,O,7,7
2133,SMX,IAX,22-09-2022,60983,Zatar chicken,C,10,0
1608,INX,DEX,29-09-2022,58019,Belgium waffle,WF,10,0
2127,EWX,MBX,29-09-2022,58981,Scrambled eggs,O,20,0
1237,EWX,PHX,05-09-2022,58563,Tomato and kale baked egg,E,1,0
525,DEX,CLX,07-09-2022,61529,Zatar chicken,C,8,6
1237,EWX,PHX,08-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
541,DEX,SAX,09-09-2022,60983,Zatar chicken,C,11,0
707,OGX,LAX,15-09-2022,60458,Crispy Hawaiian garlic tofu,V,6,4
728,PTX,EWX,16-09-2022,58106,Savory breakfast entree,BR,8,7
2218,IAX,MIX,18-09-2022,60987,Impossible Meatball Bowl,V,7,0
473,SFX,RDX,18-09-2022,58981,Scrambled eggs,O,16,6
425,IAX,SFX,19-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2622,IAX,SFX,20-09-2022,60987,Impossible Meatball Bowl,V,6,0
517,LAX,JFX,20-09-2022,52192,ASIAN VEGETARIAN MEAL,AV,4,4
2634,IAX,PDX,21-09-2022,58019,Belgium waffle,WF,14,0
1181,SAX,DEX,21-09-2022,58019,Belgium waffle,WF,16,6
2108,LAX,ORX,22-09-2022,60983,Zatar chicken,C,10,1
2138,ORX,SLX,24-09-2022,61524,Scrambled eggs,O,6,0
1632,ORX,IAX,27-09-2022,61360,Brioche cheeseburger,B,1,0
1177,EWX,DEX,30-09-2022,58981,Scrambled eggs,O,7,0
525,PUX,IAX,04-09-2022,60983,Zatar chicken,C,12,10
2441,ORX,AUX,09-09-2022,61360,Brioche cheeseburger,B,4,0
1640,OGX,SFX,17-09-2022,58091,Chicken katsu,C,14,0
268,BOX,DEX,19-09-2022,58019,Belgium waffle,WF,10,5
1974,EWX,IAX,21-09-2022,60983,Zatar chicken,C,9,0
1416,DEX,IAX,23-09-2022,58563,Tomato and kale baked egg,E,2,0
1212,DEX,PIX,02-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
441,DEX,LAX,04-09-2022,60983,Zatar chicken,C,7,0
2216,EWX,LAX,08-09-2022,56447,Kosher Meal,KS,1,0
6078,IAX,CHX,08-09-2022,57994,Classic selection cheese tray,O,5,4
1859,IAX,AUX,08-09-2022,61530,Impossible Meatball Bowl,V,5,0
2407,ORX,LAX,10-09-2022,58764,Mediterranean Falafel Bowl,V,1,1
2290,ORX,PDX,15-09-2022,58563,Tomato and kale baked egg,E,4,2
2152,PDX,DEX,16-09-2022,58574,Belgium waffle,WF,6,4
462,DEX,IAX,16-09-2022,60983,Zatar chicken,C,9,9
1737,DEX,OGX,09-09-2022,54759,Seared beef short rib,B,5,0
1288,SFX,BOX,16-09-2022,60983,Zatar chicken,C,10,10
1684,DEX,MCX,19-09-2022,60983,Zatar chicken,C,8,5
1199,ORX,CUX,20-09-2022,58019,Belgium waffle,WF,8,7
1682,SFX,CMX,20-09-2022,60987,Impossible Meatball Bowl,V,6,4
1272,SFX,MEX,22-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
247,MSX,EWX,30-09-2022,61530,Impossible Meatball Bowl,V,5,2
1199,ORX,CUX,21-09-2022,58766,Gingerbread French Toast,FT,4,0
1865,DEX,IAX,28-09-2022,58981,Scrambled eggs,O,12,0
1769,MCX,EWX,01-09-2022,60983,Zatar chicken,C,10,8
2266,IAX,PIX,04-09-2022,61529,Zatar chicken,C,7,0
797,IAX,LAX,10-09-2022,58563,Tomato and kale baked egg,E,1,0
1986,IAX,PIX,12-09-2022,61360,Brioche cheeseburger,B,1,0
522,JFX,SFX,13-09-2022,58488,Tapas,O2,8,8
2104,ORX,MCX,04-09-2022,60983,Zatar chicken,C,12,0
662,EWX,TPX,05-09-2022,60987,Impossible Meatball Bowl,V,4,4
2297,IAX,FLX,08-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
2297,IAX,FLX,08-09-2022,60987,Impossible Meatball Bowl,V,4,3
2298,EWX,LAX,08-09-2022,60987,Impossible Meatball Bowl,V,4,3
2661,EWX,DEX,13-09-2022,58764,Mediterranean Falafel Bowl,V,4,2
333,PDX,ORX,16-09-2022,58019,Belgium waffle,WF,10,7
1112,SFX,LIX,17-09-2022,58049,Cinnamon French toast,FT,5,0
1191,GDX,IAX,17-09-2022,58106,Savory breakfast entree,BR,5,0
1544,SEX,DEX,20-09-2022,60987,Impossible Meatball Bowl,V,12,11
1947,IAX,IAX,24-09-2022,60983,Zatar chicken,C,23,22
1737,DEX,OGX,25-09-2022,56495,Kosher Meal,KS,2,2
1765,SFX,IAX,29-09-2022,58766,Gingerbread French Toast,FT,1,1
729,DEX,PDX,30-09-2022,60987,Impossible Meatball Bowl,V,12,3
605,DEX,SYX,06-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1125,DEX,SMX,08-09-2022,58981,Scrambled eggs,O,18,16
1828,IAX,LAX,12-09-2022,60983,Zatar chicken,C,10,0
2447,FLX,EWX,14-09-2022,61530,Impossible Meatball Bowl,V,5,0
1765,SFX,IAX,21-09-2022,58563,Tomato and kale baked egg,E,2,0
523,SFX,JFX,21-09-2022,58488,Tapas,O2,8,8
423,DEX,BOX,24-09-2022,60987,Impossible Meatball Bowl,V,8,0
1565,BOX,ORX,06-09-2022,61530,Impossible Meatball Bowl,V,5,1
2354,IAX,POX,07-09-2022,60987,Impossible Meatball Bowl,V,4,3
779,DEX,PDX,11-09-2022,58981,Scrambled eggs,O,8,6
764,DEX,ORX,12-09-2022,58019,Belgium waffle,WF,14,0
1784,SFX,AUX,21-09-2022,58766,Gingerbread French Toast,FT,1,0
320,LAX,PVX,24-09-2022,61530,Impossible Meatball Bowl,V,2,2
1805,IAX,AUX,24-09-2022,58981,Scrambled eggs,O,6,6
295,DEX,SJX,24-09-2022,58981,Scrambled eggs,O,5,4
585,PHX,EWX,25-09-2022,61529,Zatar chicken,C,7,0
662,EWX,TPX,27-09-2022,60987,Impossible Meatball Bowl,V,8,4
2215,JAX,EWX,28-09-2022,61529,Zatar chicken,C,7,6
1170,ORX,COX,29-09-2022,61524,Scrambled eggs,O,6,6
2495,IAX,EWX,29-09-2022,60987,Impossible Meatball Bowl,V,10,2
2650,ORX,LAX,18-09-2022,60983,Zatar chicken,C,13,0
1077,EWX,LAX,19-09-2022,56448,Kosher Meal,KS,1,1
2296,ORX,YYX,21-09-2022,61524,Scrambled eggs,O,7,4
1990,IAX,ORX,26-09-2022,60983,Zatar chicken,C,14,0
1856,IAX,FLX,26-09-2022,61360,Brioche cheeseburger,B,5,4
1798,IAX,YVX,27-09-2022,58563,Tomato and kale baked egg,E,1,0
1765,SFX,IAX,02-09-2022,58019,Belgium waffle,WF,10,7
2631,SFX,PHX,02-09-2022,61529,Zatar chicken,C,7,4
2347,SFX,DFX,10-09-2022,61360,Brioche cheeseburger,B,2,0
522,JFX,SFX,11-09-2022,61945,Monterey jack and red pepper egg white bites,E,11,0
748,ORX,BOX,12-09-2022,58574,Belgium waffle,WF,5,2
1590,CLX,IAX,16-09-2022,60983,Zatar chicken,C,10,8
2630,LGX,IAX,21-09-2022,61524,Scrambled eggs,O,6,5
1679,IAX,DEX,22-09-2022,60983,Zatar chicken,C,17,13
1759,DEX,KOX,10-09-2022,57751,Grilled chicken,C,6,6
1126,DEX,CUX,15-09-2022,61360,Brioche cheeseburger,B,2,0
2106,ORX,LAX,18-09-2022,58272,Horchata steel cut oatmeal,OM,2,2
1917,IAX,PTX,23-09-2022,58019,Belgium waffle,WF,10,7
544,IAX,MCX,23-09-2022,60987,Impossible Meatball Bowl,V,10,4
2300,LAX,IAX,29-09-2022,60987,Impossible Meatball Bowl,V,5,4
1425,ORX,AUX,30-09-2022,61360,Brioche cheeseburger,B,4,0
531,DEX,SEX,30-09-2022,61360,Brioche cheeseburger,B,1,0
1833,CUX,IAX,06-09-2022,58106,Savory breakfast entree,BR,8,0
576,EWX,MSX,07-09-2022,58981,Scrambled eggs,O,7,5
538,DEX,YVX,07-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2085,ORX,SFX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
2188,SFX,BOX,16-09-2022,58563,Tomato and kale baked egg,E,3,0
1070,LAX,ORX,24-09-2022,60983,Zatar chicken,C,10,0
2337,SNX,DEX,27-09-2022,61530,Impossible Meatball Bowl,V,5,0
2614,DEX,EWX,23-09-2022,60983,Zatar chicken,C,8,0
1508,DEX,SAX,25-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1759,DEX,KOX,29-09-2022,58378,"ENT, HAWAIIAN QUINOA SALAD WITH GRILLED CHICKEN, UE, PLACE ON TRAY SETUP",S,92,0
1023,DEX,PIX,26-09-2022,60983,Zatar chicken,C,16,8
2198,IAX,PDX,27-09-2022,60983,Zatar chicken,C,10,9
1281,IAX,SJX,14-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
1938,DFX,ORX,16-09-2022,61529,Zatar chicken,C,7,0
874,GUX,NRX,21-09-2022,40985,Braised beef top blade,B,9,6
451,ORX,ANX,27-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2334,ORX,SFX,08-09-2022,58981,Scrambled eggs,O,16,16
1872,IAX,PHX,13-09-2022,61529,Zatar chicken,C,6,3
2306,ORX,SEX,17-09-2022,60983,Zatar chicken,C,8,0
493,EWX,IAX,19-09-2022,58981,Scrambled eggs,O,10,9
2607,LAX,IAX,23-09-2022,60987,Impossible Meatball Bowl,V,7,0
2677,ORX,LAX,24-09-2022,61360,Brioche cheeseburger,B,2,0
1104,DEX,BOX,26-09-2022,58981,Scrambled eggs,O,10,0
1486,DEX,YVX,27-09-2022,60983,Zatar chicken,C,14,14
2072,IAX,SNX,28-09-2022,58019,Belgium waffle,WF,5,0
553,LAX,DEX,21-09-2022,60987,Impossible Meatball Bowl,V,7,4
1030,LAX,DEX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
763,PHX,IAX,29-09-2022,60983,Zatar chicken,C,12,0
1511,IAX,PHX,29-09-2022,60987,Impossible Meatball Bowl,V,6,3
507,MSX,DEX,30-09-2022,58090,Classic selection cheese tray,O,16,13
2498,SEX,ORX,30-09-2022,60983,Zatar chicken,C,12,7
1784,SFX,AUX,18-09-2022,58272,Horchata steel cut oatmeal,OM,1,1
666,STX,EWX,21-09-2022,60983,Zatar chicken,C,12,0
1689,IAX,IAX,30-09-2022,58019,Belgium waffle,WF,4,3
521,SFX,JFX,24-09-2022,58049,Cinnamon French toast,FT,10,5
2650,ORX,LAX,27-09-2022,60987,Impossible Meatball Bowl,V,7,5
1060,MFX,DEX,28-09-2022,60983,Zatar chicken,C,10,3
434,BOX,SFX,30-09-2022,58981,Scrambled eggs,O,10,0
2277,IAX,LAX,19-09-2022,61360,Brioche cheeseburger,B,2,0
1716,MCX,ORX,21-09-2022,60987,Impossible Meatball Bowl,V,6,4
1673,DEX,SFX,25-09-2022,58766,Gingerbread French Toast,FT,1,0
1730,DEX,EWX,25-09-2022,60987,Impossible Meatball Bowl,V,14,0
1843,IAX,DEX,11-09-2022,60983,Zatar chicken,C,9,6
319,DEX,EUX,08-09-2022,60983,Zatar chicken,C,18,12
1049,EWX,CUX,02-09-2022,58766,Gingerbread French Toast,FT,2,0
763,IAX,CLX,26-09-2022,61360,Brioche cheeseburger,B,1,0
311,BWX,SFX,04-09-2022,58019,Belgium waffle,WF,7,7
2485,IAX,CLX,19-09-2022,60983,Zatar chicken,C,6,5
2471,RNX,DEX,20-09-2022,61529,Zatar chicken,C,7,3
1876,FLX,EWX,29-09-2022,61529,Zatar chicken,C,7,4
2483,SFX,HNX,19-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2213,IAX,SEX,24-09-2022,61360,Brioche cheeseburger,B,1,0
2215,LAX,EWX,01-09-2022,15594,Vegetarian entree,VG,1,1
1437,ORX,IAX,06-09-2022,61360,Brioche cheeseburger,B,4,0
2384,PHX,DEX,12-09-2022,58981,Scrambled eggs,O,8,5
5424,DEX,TYX,04-09-2022,60985,Zatar chicken,C,4,3
1549,IAX,DEX,22-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
729,DEX,PDX,24-09-2022,60987,Impossible Meatball Bowl,V,4,4
2218,IAX,MIX,27-09-2022,60983,Zatar chicken,C,11,0
783,SAX,EWX,19-09-2022,60983,Zatar chicken,C,7,5
2484,ORX,PDX,20-09-2022,58981,Scrambled eggs,O,14,14
2193,ORX,SNX,23-09-2022,60987,Impossible Meatball Bowl,V,7,6
2436,IAX,SFX,03-09-2022,60987,Impossible Meatball Bowl,V,6,6
1647,SYX,DEX,22-09-2022,61529,Zatar chicken,C,7,7
710,EWX,FLX,27-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1814,IAX,LAX,19-09-2022,61360,Brioche cheeseburger,B,1,1
2653,SFX,BOX,29-09-2022,61360,Brioche cheeseburger,B,2,0
2642,SAX,EWX,27-09-2022,60983,Zatar chicken,C,11,4
1171,LAX,HNX,01-09-2022,54759,Seared beef short rib,B,8,0
2336,LAX,EWX,03-09-2022,58523,Tapas,O2,12,0
2188,SFX,BOX,07-09-2022,58272,Horchata steel cut oatmeal,OM,3,0
2198,IAX,PDX,07-09-2022,60983,Zatar chicken,C,16,9
1889,ORX,LAX,08-09-2022,58766,Gingerbread French Toast,FT,2,2
563,DEX,SNX,10-09-2022,61530,Impossible Meatball Bowl,V,4,4
765,DEX,BOX,12-09-2022,60549,Vegetarian chili and polenta cake,V,2,1
2629,PHX,IAX,13-09-2022,61529,Zatar chicken,C,7,0
1448,SJX,IAX,20-09-2022,58106,Savory breakfast entree,BR,12,3
1888,DEX,BDX,22-09-2022,61360,Brioche cheeseburger,B,2,0
1050,CUX,EWX,24-09-2022,58109,Chicken breast entree,C,24,25
1868,CZX,IAX,24-09-2022,60983,Zatar chicken,C,10,0
1115,SAX,DEX,02-09-2022,60987,Impossible Meatball Bowl,V,16,12
605,DEX,SYX,03-09-2022,58574,Belgium waffle,WF,5,0
653,BWX,IAX,03-09-2022,60987,Impossible Meatball Bowl,V,6,4
2675,EWX,LAX,04-09-2022,58055,Grilled chicken,C,17,0
1798,IAX,YVX,07-09-2022,58766,Gingerbread French Toast,FT,3,0
2401,BOX,SFX,07-09-2022,56495,Kosher Meal,KS,2,2
1866,LAX,ORX,08-09-2022,58981,Scrambled eggs,O,22,14
1897,DTX,DEX,03-09-2022,61529,Zatar chicken,C,7,6
406,SAX,DEX,01-09-2022,58019,Belgium waffle,WF,8,6
1017,IAX,CUX,03-09-2022,60983,Zatar chicken,C,24,24
2218,IAX,MIX,07-09-2022,58764,Mediterranean Falafel Bowl,V,2,1
252,BWX,LAX,11-09-2022,58019,Belgium waffle,WF,8,3
1220,EWX,MCX,02-09-2022,60987,Impossible Meatball Bowl,V,8,7
615,IAX,SMX,02-09-2022,60983,Zatar chicken,C,10,0
2088,DEX,IAX,03-09-2022,58981,Scrambled eggs,O,8,8
5273,BNX,DEX,06-09-2022,57994,Classic selection cheese tray,O,12,0
495,SNX,EWX,07-09-2022,58019,Belgium waffle,WF,5,0
1778,EWX,IAX,03-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
692,ORX,DEX,03-09-2022,58272,Horchata steel cut oatmeal,OM,6,0
1526,DEX,DTX,04-09-2022,58766,Gingerbread French Toast,FT,1,0
728,PTX,EWX,09-09-2022,58106,Savory breakfast entree,BR,8,0
1680,SFX,CUX,12-09-2022,58563,Tomato and kale baked egg,E,1,0
2639,PDX,EWX,14-09-2022,58019,Belgium waffle,WF,14,0
2110,PIX,DEX,14-09-2022,58019,Belgium waffle,WF,10,0
1259,DEX,ONX,14-09-2022,61360,Brioche cheeseburger,B,4,0
2032,IAX,RNX,16-09-2022,61529,Zatar chicken,C,7,0
1827,SFX,DEX,18-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
673,DEX,IAX,18-09-2022,60983,Zatar chicken,C,9,9
1592,RSX,IAX,20-09-2022,60987,Impossible Meatball Bowl,V,16,8
152,GUX,KIX,21-09-2022,55785,Mushroom omelette,E,22,8
450,ORX,LAX,21-09-2022,60983,Zatar chicken,C,9,5
1694,PDX,ORX,01-09-2022,58574,Belgium waffle,WF,6,2
1742,LAX,SJX,02-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1278,CUX,LAX,04-09-2022,58109,Chicken breast entree,C,11,9
743,IAX,DFX,06-09-2022,58766,Gingerbread French Toast,FT,1,0
1174,SJX,EWX,04-09-2022,58110,Vegetarian entree,V,16,0
1973,ORX,SFX,09-09-2022,60983,Zatar chicken,C,20,0
2427,IAX,BOX,10-09-2022,58574,Belgium waffle,WF,10,10
2085,ORX,SFX,10-09-2022,61360,Brioche cheeseburger,B,4,0
2336,LAX,EWX,11-09-2022,53162,Vegetarian entree,VG,2,0
222,SFX,MCX,24-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1973,ORX,SFX,27-09-2022,60983,Zatar chicken,C,11,9
357,EWX,DEX,27-09-2022,60987,Impossible Meatball Bowl,V,6,2
874,GUX,NRX,14-09-2022,40980,Grilled chicken breast,C,6,1
1793,IAX,EWX,15-09-2022,60983,Zatar chicken,C,14,0
1729,SFX,CLX,16-09-2022,61360,Brioche cheeseburger,B,8,0
2480,ORX,LAX,16-09-2022,60983,Zatar chicken,C,7,-1
2648,IAX,DEX,18-09-2022,60983,Zatar chicken,C,10,4
2607,LAX,IAX,19-09-2022,60549,Vegetarian chili and polenta cake,V,4,2
362,DEX,BOX,20-09-2022,58981,Scrambled eggs,O,9,0
598,EWX,LAX,21-09-2022,56449,Kosher Meal,KS,1,1
1229,IAX,DEX,24-09-2022,58981,Scrambled eggs,O,14,14
2317,ORX,SAX,28-09-2022,61360,Brioche cheeseburger,B,1,0
688,EWX,IAX,07-09-2022,60983,Zatar chicken,C,18,14
2204,EWX,LAX,10-09-2022,54076,Cacio e Pepe ravioli,P,14,6
2480,ORX,LAX,10-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1208,EWX,JAX,12-09-2022,58019,Belgium waffle,WF,6,0
2280,LAX,ORX,12-09-2022,60983,Zatar chicken,C,12,0
1591,EWX,IAX,14-09-2022,60983,Zatar chicken,C,8,4
1813,DEX,EWX,16-09-2022,58981,Scrambled eggs,O,8,0
1826,DEX,CMX,16-09-2022,61529,Zatar chicken,C,7,7
1723,OGX,SFX,17-09-2022,60458,Crispy Hawaiian garlic tofu,V,16,0
1623,IAX,PVX,21-09-2022,61529,Zatar chicken,C,7,6
2490,ORX,IAX,21-09-2022,58766,Gingerbread French Toast,FT,8,4
214,IAX,SNX,22-09-2022,60983,Zatar chicken,C,7,0
362,DEX,BOX,24-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
214,IAX,SNX,28-09-2022,60983,Zatar chicken,C,6,5
278,IAX,SFX,01-09-2022,58019,Belgium waffle,WF,9,0
2122,ORX,SFX,02-09-2022,60983,Zatar chicken,C,13,12
453,SFX,ORX,20-09-2022,58019,Belgium waffle,WF,9,0
776,DEX,MCX,20-09-2022,58019,Belgium waffle,WF,12,0
399,EWX,TPX,23-09-2022,60983,Zatar chicken,C,12,5
1715,LAX,IAX,24-09-2022,60987,Impossible Meatball Bowl,V,8,0
2014,SFX,ORX,28-09-2022,58981,Scrambled eggs,O,28,14
1599,PWX,ORX,29-09-2022,61529,Zatar chicken,C,7,0
2631,LAX,IAX,30-09-2022,60983,Zatar chicken,C,9,7
1067,MEX,EWX,01-09-2022,58105,Protein egg entree,O,7,7
2003,SFX,IAX,13-09-2022,60983,Zatar chicken,C,9,0
2044,IAX,RTX,15-09-2022,58981,Scrambled eggs,O,7,0
184,GUX,MNX,19-09-2022,52186,ASIAN VEGETARIAN MEAL,AV,2,0
1973,ORX,SFX,26-09-2022,58764,Mediterranean Falafel Bowl,FB,2,0
327,SEX,EWX,26-09-2022,60987,Impossible Meatball Bowl,V,16,3
829,GUX,NRX,27-09-2022,41564,Raisin French toast,PK,10,12
1990,IAX,ORX,27-09-2022,60983,Zatar chicken,C,32,20
1291,IAX,SAX,27-09-2022,60987,Impossible Meatball Bowl,V,7,0
455,LAX,OGX,05-09-2022,61360,Brioche cheeseburger,B,2,0
2128,DEX,ATX,09-09-2022,60987,Impossible Meatball Bowl,V,5,2
749,ORX,SEX,14-09-2022,58563,Tomato and kale baked egg,E,8,4
379,IAX,GDX,17-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
632,IAX,BWX,22-09-2022,58766,Gingerbread French Toast,FT,1,0
2105,DCX,DEX,22-09-2022,60983,Zatar chicken,C,10,0
1054,CUX,EWX,23-09-2022,58110,Vegetarian entree,V,8,8
1979,DEX,CVX,26-09-2022,58019,Belgium waffle,WF,8,2
1069,IAX,LAX,27-09-2022,58019,Belgium waffle,WF,9,0
473,SFX,RDX,01-09-2022,58019,Belgium waffle,WF,9,0
2019,LAX,TPX,08-09-2022,61530,Impossible Meatball Bowl,V,5,3
2249,ORX,PWX,12-09-2022,61530,Impossible Meatball Bowl,V,5,4
1601,ORX,LAX,24-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1595,MEX,ORX,28-09-2022,58106,Savory breakfast entree,BR,5,5
1439,EWX,DEX,28-09-2022,58981,Scrambled eggs,O,10,10
1540,NAX,EWX,01-09-2022,61530,Impossible Meatball Bowl,V,5,1
1191,EWX,LAX,05-09-2022,56447,Kosher Meal,KS,6,0
632,IAX,BWX,06-09-2022,58563,Tomato and kale baked egg,E,2,1
214,IAX,SNX,07-09-2022,60987,Impossible Meatball Bowl,V,3,3
1232,EWX,DEX,11-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
2617,LAX,IAX,13-09-2022,58981,Scrambled eggs,O,9,7
1460,POX,IAX,03-09-2022,58110,Vegetarian entree,V,6,0
2602,DEX,RSX,02-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1735,LAX,IAX,04-09-2022,61360,Brioche cheeseburger,B,2,0
2282,CVX,IAX,07-09-2022,61530,Impossible Meatball Bowl,V,5,0
2174,ORX,MCX,08-09-2022,61360,Brioche cheeseburger,B,8,4
1539,ORX,TPX,10-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2170,ORX,SFX,10-09-2022,60987,Impossible Meatball Bowl,V,19,0
2407,ORX,LAX,07-09-2022,60987,Impossible Meatball Bowl,V,16,6
451,ORX,ANX,08-09-2022,61360,Brioche cheeseburger,B,5,5
1195,ORX,SEX,07-09-2022,58981,Scrambled eggs,O,10,10
405,DEX,IAX,09-09-2022,60983,Zatar chicken,C,17,18
1274,DEX,RIX,10-09-2022,61529,Zatar chicken,C,5,0
1710,ORX,SAX,12-09-2022,58019,Belgium waffle,WF,10,0
377,AUX,IAX,13-09-2022,60987,Impossible Meatball Bowl,V,5,0
414,IAX,MCX,19-09-2022,58766,Gingerbread French Toast,FT,2,1
2359,IAX,SAX,19-09-2022,58019,Belgium waffle,WF,18,9
2262,FLX,IAX,20-09-2022,58981,Scrambled eggs,O,10,0
1865,DEX,IAX,25-09-2022,58766,Gingerbread French Toast,FT,1,0
1052,MCX,DEX,25-09-2022,58981,Scrambled eggs,O,8,8
1685,SFX,LIX,27-09-2022,60549,Vegetarian chili and polenta cake,V,2,1
462,DEX,IAX,29-09-2022,61360,Brioche cheeseburger,B,4,0
1264,ORX,FAX,02-09-2022,61530,Impossible Meatball Bowl,V,5,2
2156,IAX,SFX,14-09-2022,60987,Impossible Meatball Bowl,V,5,0
347,ORX,SNX,15-09-2022,61524,Scrambled eggs,O,5,3
1710,ORX,SAX,16-09-2022,58981,Scrambled eggs,O,10,0
2611,IAX,IAX,17-09-2022,60987,Impossible Meatball Bowl,V,4,5
1014,LAX,DEX,20-09-2022,60987,Impossible Meatball Bowl,V,10,4
1636,LAX,IAX,21-09-2022,61360,Brioche cheeseburger,B,10,0
1183,DEX,SMX,22-09-2022,61360,Brioche cheeseburger,B,6,0
2218,IAX,MIX,24-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2347,SFX,DFX,28-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1717,PHX,DEX,30-09-2022,61530,Impossible Meatball Bowl,V,5,0
708,IAX,SJX,30-09-2022,61529,Zatar chicken,C,7,6
2111,ORX,SMX,05-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
779,DEX,PDX,07-09-2022,58981,Scrambled eggs,O,8,0
797,IAX,LAX,09-09-2022,58981,Scrambled eggs,O,10,0
1815,MCX,DEX,14-09-2022,60987,Impossible Meatball Bowl,V,6,0
1136,IAX,DCX,15-09-2022,61529,Zatar chicken,C,5,3
490,DEX,IAX,16-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1524,IAX,GUX,17-09-2022,60987,Impossible Meatball Bowl,V,6,5
2364,DEX,EWX,19-09-2022,61360,Brioche cheeseburger,B,1,0
775,EWX,MCX,08-09-2022,60983,Zatar chicken,C,18,5
678,ORX,BOX,09-09-2022,60987,Impossible Meatball Bowl,V,5,0
1195,ORX,SEX,13-09-2022,58981,Scrambled eggs,O,8,0
1518,EWX,FLX,15-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
490,DEX,IAX,21-09-2022,60987,Impossible Meatball Bowl,V,6,5
1022,EWX,PTX,05-09-2022,61360,Brioche cheeseburger,B,3,0
210,IAX,BOX,07-09-2022,58729,Seared salmon,F,3,2
2486,ORX,DEX,09-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2345,IAX,CLX,10-09-2022,58019,Belgium waffle,WF,6,4
1191,GDX,IAX,12-09-2022,58106,Savory breakfast entree,BR,5,5
633,IAX,LAX,21-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1193,IAX,SJX,23-09-2022,58981,Scrambled eggs,O,10,7
1965,IAX,SEX,28-09-2022,58019,Belgium waffle,WF,6,5
2477,SAX,DEX,28-09-2022,58019,Belgium waffle,WF,20,18
2446,ORX,PHX,23-09-2022,58563,Tomato and kale baked egg,E,6,0
1513,IAX,LIX,25-09-2022,58272,Horchata steel cut oatmeal,OM,4,0
1756,EWX,IAX,26-09-2022,58019,Belgium waffle,WF,25,0
1530,SFX,SAX,27-09-2022,61530,Impossible Meatball Bowl,V,5,5
2220,LAX,OGX,01-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1155,IAX,CUX,03-09-2022,58563,Tomato and kale baked egg,E,3,3
486,IAX,INX,04-09-2022,61530,Impossible Meatball Bowl,V,2,0
2457,LAX,EWX,11-09-2022,58488,Tapas,O2,22,22
361,DFX,EWX,03-09-2022,60987,Impossible Meatball Bowl,V,8,5
