,flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,score,arrival_delay_minutes,arrival_delay_group,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
39791,85,EWX,TLX,DFXX5N,2022-09-25,chicken entrée,-17,Early & Ontime,Economy,Atlantic,1,0 to 70,non-elite,Millennial,B787-10,Mainline,78J,UA,5692,Long,C138,B9,International,member,PANASONIC,hub departure
39793,86,TLX,EWX,AFXX45,2022-09-25,chicken entrée,5,Delayed,Economy,Atlantic,1,80+,Non-Members,Gen X,B787-10,Mainline,78J,UA,5692,Long,B8,B54,International,non-member,PANASONIC,spoke departure
39795,86,TLX,EWX,EDXXG3,2022-09-25,seafood entrée,5,Delayed,Business,Atlantic,1,80+,non-elite,Boomer,B787-10,Mainline,78J,UA,5692,Long,B8,B54,International,member,PANASONIC,spoke departure
39799,59,SFX,FRX,BRXX0J,2022-09-25,beef entrée,90,Delayed,United Premium Plus,Atlantic,1,0 to 70,premier platinum,Gen X,B777-300,Mainline,77X,UA,5700,Long,G5,A25,International,member,PANASONIC,hub departure
39804,46,ZRX,SFX,PPXXCJ,2022-09-25,vegetarian entrée,12,Delayed,Economy Plus,Atlantic,2,90+,premier gold,Silent,B777-200,Mainline,77E,UA,5841,Long,E42,G5,International,member,PANASONIC,spoke departure
39806,45,SFX,ZRX,I5XX3B,2022-09-25,chicken entrée,66,Delayed,Economy,Atlantic,1,80+,Non-Members,Millennial,B777-200,Mainline,77U,UA,5841,Long,G8,E42,International,non-member,PANASONIC,hub departure
39810,196,MUX,SFX,E1XX7P,2022-09-25,other (specify),0,Early & Ontime,Business,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,5889,Long,H08,G9,International,member,PANASONIC,spoke departure
39811,196,MUX,SFX,B1XXSV,2022-09-25,vegetarian entrée,0,Early & Ontime,Business,Atlantic,1,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,5889,Long,H08,G9,International,member,PANASONIC,spoke departure
39814,73,IAX,TLX,A6XXDD,2022-09-25,chicken entrée,-14,Early & Ontime,Economy,Atlantic,1,0 to 70,non-elite,Boomer,B787-8,Mainline,78H,UA,5904,Long,C1,B6,International,member,PANASONIC,hub departure
39817,882,ORX,HNX,L0XXEM,2022-09-25,beef entrée,10,Delayed,Business,Pacific,2,0 to 70,global services,Gen X,B787-9,Mainline,78P,UA,6306,Long,C16,111,International,member,PANASONIC,hub departure
39818,882,ORX,HNX,PDXXF2,2022-09-25,beef entrée,10,Delayed,Business,Pacific,2,0 to 70,global services,Boomer,B787-9,Mainline,78P,UA,6306,Long,C16,111,International,member,PANASONIC,hub departure
39820,872,SFX,TPX,EXXX7W,2022-09-25,chicken entrée,169,Delayed,Economy,Pacific,1,0 to 70,Non-Members,Millennial,B777-300,Mainline,77X,UA,6469,Long,G10,D2,International,non-member,PANASONIC,hub departure
39824,80,EWX,NRX,MZXX5D,2022-09-25,chicken entrée,2,Delayed,Economy,Pacific,2,70+,premier silver,Gen Z,B777-200,Mainline,77E,UA,6732,Long,C138,35,International,member,PANASONIC,hub departure
39827,84,DEX,EWX,OVXXK8,2022-09-25,chicken entrée,53,Delayed,Economy Plus,Atlantic,1,80+,premier silver,Boomer,B787-9,Mainline,78P,UA,7323,Long,1,B63,International,member,PANASONIC,spoke departure
39829,84,DEX,EWX,I2XXQN,2022-09-25,chicken entrée,53,Delayed,Business,Atlantic,1,80+,premier 1k,Gen X,B787-9,Mainline,78P,UA,7323,Long,1,B63,International,member,PANASONIC,spoke departure
39831,83,EWX,DEX,JJXXTP,2022-09-25,other (specify),68,Delayed,Economy,Atlantic,2,90+,Non-Members,Gen X,B787-9,Mainline,78P,UA,7323,Long,C123,HOLD,International,non-member,PANASONIC,hub departure
39834,84,DEX,EWX,KYXXRP,2022-09-25,chicken entrée,53,Delayed,Business,Atlantic,1,80+,premier 1k,Boomer,B787-9,Mainline,78P,UA,7323,Long,1,B63,International,member,PANASONIC,spoke departure
39836,864,SFX,SYX,NWXXFT,2022-09-25,other (specify),61,Delayed,United Premium Plus,Pacific,1,80+,Non-Members,Gen X,B777-300,Mainline,77X,UA,7417,Long,G12,60,International,non-member,PANASONIC,hub departure
39839,864,SFX,SYX,DSXXNP,2022-09-25,chicken entrée,61,Delayed,Economy Plus,Pacific,1,80+,premier platinum,Boomer,B777-300,Mainline,77X,UA,7417,Long,G12,60,International,member,PANASONIC,hub departure
39841,956,TLX,SFX,H1XXTF,2022-09-25,vegetarian entrée,-5,Early & Ontime,United Premium Plus,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77E,UA,7421,Long,B6,G6,International,member,PANASONIC,spoke departure
39848,714,DEX,ORX,AFXXQY,2022-09-25,seafood entrée,5,Delayed,Business,Atlantic,2,80+,premier 1k,Boomer,B787-9,Mainline,78P,UA,7483,Long,3,M16,International,member,PANASONIC,spoke departure
39849,840,LAX,SYX,IBXXKR,2022-09-25,chicken entrée,-17,Early & Ontime,Economy,Pacific,2,80+,Non-Members,Millennial,B787-9,Mainline,78P,UA,7487,Long,74,50,International,non-member,PANASONIC,hub departure
39853,843,SYX,LAX,H3XXQD,2022-09-25,beef entrée,-13,Early & Ontime,Business,Pacific,2,90+,premier gold,Boomer,B787-9,Mainline,78P,UA,7487,Long,53,156,International,member,PANASONIC,spoke departure
39855,1123,EWX,CPX,E1XXGW,2022-09-25,vegetarian entrée,-28,Early & Ontime,Economy,Atlantic,2,90+,Non-Members,Gen X,B787-9,Mainline,78P,UA,7815,Long,C108,A6,International,non-member,PANASONIC,hub departure
39856,1123,EWX,CPX,C7XXQX,2022-09-25,vegetarian entrée,-28,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Gen X,B787-9,Mainline,78P,UA,7815,Long,C108,A6,International,non-member,PANASONIC,hub departure
39857,1123,EWX,CPX,E9XXNE,2022-09-25,chicken entrée,-28,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Gen X,B787-9,Mainline,78P,UA,7815,Long,C108,A6,International,member,PANASONIC,hub departure
39858,1123,EWX,CPX,PGXX6N,2022-09-25,chicken entrée,-28,Early & Ontime,Economy,Atlantic,2,90+,non-elite,Gen X,B787-9,Mainline,78P,UA,7815,Long,C108,A6,International,member,PANASONIC,hub departure
39861,1123,EWX,CPX,NRXXH5,2022-09-25,vegetarian entrée,-28,Early & Ontime,United Premium Plus,Atlantic,2,90+,premier gold,Gen X,B787-9,Mainline,78P,UA,7815,Long,C108,A6,International,member,PANASONIC,hub departure
39867,189,EWX,JNX,DRXXEP,2022-09-25,chicken entrée,76,Delayed,Economy,Atlantic,3,70+,Non-Members,Boomer,B787-9,Mainline,78P,UA,7989,Long,C136,HOLD,International,non-member,PANASONIC,hub departure
39869,3,SIX,SFX,D1XXSQ,2022-09-25,vegetarian entrée,60,Delayed,Business,Pacific,1,90+,premier platinum,Gen X,B787-9,Mainline,78P,UA,8440,Long,F52,G5,International,member,PANASONIC,spoke departure
39893,520,SAX,IAX,O2XXET,2022-09-26,other (specify),-21,Early & Ontime,Business,Domestic,2,80+,premier gold,Boomer,B737-700,Mainline,73G,UA,191,Short,B7,C36,Domestic,member,THALES,spoke departure
39962,741,DEX,SLX,P9XXCR,2022-09-26,snack basket selection,60,Delayed,Economy Plus,Domestic,2,90+,premier 1k,Millennial,B737-800,Mainline,73Q,UA,391,Short,B29,B16,Domestic,member,THALES,hub departure
40063,486,CHX,EWX,LBXXCE,2022-09-26,other (specify),-9,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B737-800,Mainline,73Y,UA,628,Medium,B3,C107,Domestic,member,THALES,spoke departure
40146,697,DEX,FCX,G6XX20,2022-09-26,chicken entrée,-15,Early & Ontime,Business,Domestic,2,70+,non-elite,Boomer,B737-800,Mainline,73Y,UA,753,Medium,B18,6,Domestic,member,THALES,hub departure
40176,5347,SFX,BZX,EVXXDJ,2022-09-26,other (specify),2,Delayed,Business,Domestic,1,80+,premier silver,Boomer,ERJ-175,Express,E75,UAX,807,Medium,F8,B4,Domestic,member,GOGO,hub departure
40179,5473,COX,IAX,HLXXNC,2022-09-26,snack basket selection,-5,Early & Ontime,Business,Domestic,2,90+,premier 1k,Boomer,ERJ-175,Express,E75,UAX,809,Medium,5,A1,Domestic,member,GOGO,spoke departure
40187,1016,CUX,IAX,L3XXZ7,2022-09-26,other (specify),-13,Early & Ontime,Economy,Latin,2,90+,non-elite,Gen X,B737-900,Mainline,37K,UA,812,Medium,C11,E1,International,member,THALES,spoke departure
40192,5237,DEX,ONX,LTXXC3,2022-09-26,chicken entrée,-26,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,ERJ-175,Express,E75,UAX,819,Medium,A77,202,Domestic,member,GOGO,hub departure
40193,3536,EWX,JAX,LPXXKE,2022-09-26,chicken entrée,-1,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,ERJ-175,Express,E7F,UAX,821,Medium,C87,A10,Domestic,member,GOGO,hub departure
40194,3536,EWX,JAX,GTXX9E,2022-09-26,chicken entrée,-1,Early & Ontime,Business,Domestic,1,90+,Non-Members,Boomer,ERJ-175,Express,E7F,UAX,821,Medium,C87,A10,Domestic,non-member,GOGO,hub departure
40203,1256,GEX,DEX,ARXXDT,2022-09-26,sandwich/burger/wrap,-14,Early & Ontime,Business,Domestic,1,0 to 70,premier gold,Gen X,A319-100,Mainline,19F,UA,836,Medium,B1,B15,Domestic,member,PANASONIC,spoke departure
40204,1447,GEX,DEX,IGXX64,2022-09-26,other (specify),-12,Early & Ontime,Business,Domestic,2,0 to 70,premier silver,Gen X,B737-900,Mainline,37K,UA,836,Medium,B1,C32,Domestic,member,THALES,spoke departure
40210,1868,CZX,IAX,JGXXT3,2022-09-26,chicken entrée,-21,Early & Ontime,Business,Latin,1,90+,premier platinum,Gen X,B737-800,Mainline,73Y,UA,837,Medium,2,E3,International,member,THALES,spoke departure
40212,1868,CZX,IAX,CHXX69,2022-09-26,vegetarian entrée,-21,Early & Ontime,Business,Latin,2,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,837,Medium,2,E3,International,member,THALES,spoke departure
40221,1851,IAX,MCX,MKXXXP,2022-09-26,chicken entrée,6,Delayed,Business,Domestic,1,0 to 70,non-elite,Silent,B737-900,Mainline,37K,UA,853,Medium,E21,42,Domestic,member,THALES,hub departure
40228,348,DEX,SAX,BPXXFC,2022-09-26,sandwich/burger/wrap,-19,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,853,Medium,B41,41,Domestic,member,VIASAT,hub departure
40231,2207,IAX,DEX,HKXXTZ,2022-09-26,chicken entrée,5,Delayed,Business,Domestic,2,80+,premier 1k,Millennial,B737-900,Mainline,37K,UA,861,Medium,C11,B25,Domestic,member,THALES,hub departure
40235,1102,DEX,LAX,E1XX7B,2022-09-26,vegetarian entrée,-18,Early & Ontime,Business,Domestic,1,90+,non-elite,Gen X,B757-300,Mainline,75E,UA,862,Medium,B28,71B,Domestic,member,PANASONIC,hub departure
40236,1802,DEX,LAX,PCXXVF,2022-09-26,other (specify),2,Delayed,Business,Domestic,1,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,862,Medium,B24,82,Domestic,member,THALES,hub departure
40237,404,DEX,LAX,JNXXVS,2022-09-26,chicken entrée,-18,Early & Ontime,Business,Domestic,1,90+,Non-Members,Gen X,B757-300,Mainline,75E,UA,862,Medium,B37,71B,Domestic,non-member,PANASONIC,hub departure
40249,1744,IAX,CVX,E6XXJQ,2022-09-26,chicken entrée,24,Delayed,Business,Domestic,2,90+,premier 1k,Boomer,B737-900,Mainline,73C,UA,871,Medium,C1,A13,Domestic,member,THALES,hub departure
40251,1744,IAX,CVX,FEXXBT,2022-09-26,beef entrée,24,Delayed,Business,Domestic,2,90+,premier 1k,Gen X,B737-900,Mainline,73C,UA,871,Medium,C1,A13,Domestic,member,THALES,hub departure
40255,4457,STX,EWX,BZXXYW,2022-09-26,vegetarian entrée,21,Delayed,Business,Domestic,2,70+,non-elite,Millennial,CRJ-550,Express,C5G,UAX,872,Medium,A19,C71X,Domestic,member,GOGO,spoke departure
40256,398,DEX,ORX,OZXX7S,2022-09-26,chicken entrée,-2,Early & Ontime,Business,Domestic,1,90+,premier platinum,Gen X,B737-900,Mainline,37K,UA,888,Medium,B46,B5,Domestic,member,THALES,hub departure
40272,2249,ORX,PWX,IPXX4L,2022-09-26,chicken entrée,-20,Early & Ontime,Business,Domestic,1,80+,premier 1k,Boomer,A319-100,Mainline,19G,UA,900,Medium,B20,2,Domestic,member,VIASAT,hub departure
40273,1599,PWX,ORX,E7XXVF,2022-09-26,chicken entrée,-35,Early & Ontime,Business,Domestic,2,80+,non-elite,Boomer,A319-100,Mainline,19G,UA,900,Medium,3,B2,Domestic,member,PANASONIC,spoke departure
40277,2233,IAX,FLX,ERXXNH,2022-09-26,chicken entrée,-14,Early & Ontime,Business,Domestic,2,90+,premier platinum,Gen X,B737-800,Mainline,73Y,UA,901,Medium,C19,C4,Domestic,member,THALES,hub departure
40281,6040,CLX,IAX,O1XXF6,2022-09-26,other (specify),-22,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,ERJ-175,Express,E7A,UAX,913,Medium,A25,B83,Domestic,member,GOGO,spoke departure
40284,513,MIX,IAX,A7XXV2,2022-09-26,chicken entrée,-23,Early & Ontime,Business,Domestic,1,90+,premier platinum,Gen X,B737-900,Mainline,37K,UA,921,Medium,H14,D1,Domestic,member,THALES,spoke departure
40291,2162,ORX,IAX,F0XXZM,2022-09-26,sandwich/burger/wrap,5,Delayed,Business,Domestic,2,90+,premier gold,Boomer,B777-200,Mainline,77O,UA,925,Medium,C20,E7,Domestic,member,PANASONIC,hub departure
40292,1470,ORX,IAX,PNXXDB,2022-09-26,sandwich/burger/wrap,-27,Early & Ontime,Business,Domestic,1,90+,global services,Boomer,B757-300,Mainline,75E,UA,925,Medium,B14,C44,Domestic,member,PANASONIC,hub departure
40293,504,IAX,ORX,G6XXJX,2022-09-26,vegetarian entrée,11,Delayed,Business,Domestic,1,90+,non-elite,Gen X,B777-200,Mainline,77M,UA,925,Medium,D4,C16,Domestic,member,PANASONIC,hub departure
40303,447,MCX,EWX,J4XXKT,2022-09-26,chicken entrée,-15,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,B757-200,Mainline,75S,UA,938,Medium,48,C95,Domestic,member,PANASONIC,spoke departure
40304,3647,MEX,EWX,DRXX62,2022-09-26,snack basket selection,-26,Early & Ontime,Business,Domestic,1,90+,premier gold,Gen X,ERJ-175,Express,E7F,UAX,946,Medium,11,C130,Domestic,member,GOGO,spoke departure
40313,1409,IAX,BZX,NYXXSE,2022-09-26,vegetarian entrée,-8,Early & Ontime,Business,Latin,1,90+,non-elite,Millennial,B737-800,Mainline,73Y,UA,965,Medium,E16,HOLD,International,member,THALES,hub departure
40318,684,DEX,SFX,A2XXY6,2022-09-26,vegetarian entrée,-21,Early & Ontime,Business,Domestic,1,90+,premier silver,Silent,B757-300,Mainline,75E,UA,967,Medium,B24,F16,Domestic,member,PANASONIC,hub departure
40319,2682,DEX,SFX,F6XXW7,2022-09-26,chicken entrée,13,Delayed,Business,Domestic,2,90+,non-elite,Boomer,B777-200,Mainline,77M,UA,967,Medium,B32,G5,Domestic,member,PANASONIC,hub departure
40325,289,AUX,ORX,D9XXMG,2022-09-26,vegetarian entrée,-6,Early & Ontime,Business,Domestic,1,90+,Non-Members,Gen X,A320-200,Mainline,20S,UA,978,Medium,29,B8,Domestic,non-member,PANASONIC,spoke departure
40328,2441,ORX,AUX,N0XXJV,2022-09-26,chicken entrée,-5,Early & Ontime,Business,Domestic,1,90+,premier gold,Gen X,A319-100,Mainline,19F,UA,978,Medium,B2,33,Domestic,member,PANASONIC,hub departure
40330,5600,MKX,IAX,FPXX7Z,2022-09-26,other (specify),-13,Early & Ontime,Business,Domestic,2,80+,premier silver,Gen X,ERJ-175,Express,E75,UAX,984,Medium,C14,B6,Domestic,member,GOGO,spoke departure
40332,2329,PDX,DEX,F6XXCP,2022-09-26,beef entrée,-1,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,992,Medium,E5,B53,Domestic,member,THALES,spoke departure
40334,2114,TPX,EWX,GWXX4L,2022-09-26,vegetarian entrée,-33,Early & Ontime,Business,Domestic,1,90+,premier gold,Gen X,A319-100,Mainline,19F,UA,998,Medium,A8,C103,Domestic,member,PANASONIC,spoke departure
40339,2652,TPX,EWX,L4XX8F,2022-09-26,chicken entrée,34,Delayed,Business,Domestic,1,90+,non-elite,Gen X,A320-200,Mainline,20S,UA,998,Medium,A7,C97,Domestic,member,PANASONIC,spoke departure
40340,2341,ORX,MCX,JGXXXB,2022-09-26,vegetarian entrée,-28,Early & Ontime,Business,Domestic,1,0 to 70,premier silver,Boomer,B757-300,Mainline,75E,UA,1005,Medium,C11,48,Domestic,member,PANASONIC,hub departure
40341,2174,ORX,MCX,MVXX48,2022-09-26,chicken entrée,-11,Early & Ontime,Business,Domestic,2,0 to 70,non-elite,Gen X,B757-300,Mainline,75E,UA,1005,Medium,C21,44,Domestic,member,PANASONIC,hub departure
40343,1716,MCX,ORX,DPXXMY,2022-09-26,chicken entrée,-24,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,1005,Medium,47,C26,Domestic,member,THALES,spoke departure
40350,777,MSX,EWX,M5XX32,2022-09-26,vegetarian entrée,5,Delayed,Business,Domestic,1,90+,global services,Gen X,B737-700,Mainline,73G,UA,1008,Medium,E7,C85,Domestic,member,THALES,spoke departure
40353,2322,PHX,IAX,BJXX51,2022-09-26,other (specify),-10,Early & Ontime,Business,Domestic,2,90+,premier 1k,Boomer,B737-MAX8,Mainline,37E,UA,1009,Medium,E10,C39,Domestic,member,VIASAT,spoke departure
40357,1558,TPX,ORX,GPXXQZ,2022-09-26,chicken entrée,-29,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B737-MAX9,Mainline,37X,UA,1012,Medium,A7,B6,Domestic,member,VIASAT,spoke departure
40358,2327,ORX,TPX,LWXX50,2022-09-26,vegetarian entrée,-18,Early & Ontime,Business,Domestic,2,70+,Non-Members,Millennial,B737-MAX9,Mainline,37X,UA,1012,Medium,B8,A6,Domestic,non-member,VIASAT,hub departure
40360,330,DEX,BNX,D9XXNV,2022-09-26,vegetarian entrée,-12,Early & Ontime,Business,Domestic,2,90+,non-elite,Gen X,A320-200,Mainline,20S,UA,1013,Medium,B26,A7,Domestic,member,PANASONIC,hub departure
40362,5463,DEX,YEX,M2XXYG,2022-09-26,chicken entrée,-13,Early & Ontime,Business,Domestic,2,90+,premier silver,Boomer,ERJ-175,Express,E75,UAX,1020,Medium,B52,84,Domestic,member,GOGO,hub departure
40365,1003,DEX,SDX,IJXXSG,2022-09-26,chicken entrée,18,Delayed,Business,Domestic,1,90+,Non-Members,Boomer,A319-100,Mainline,19G,UA,1023,Medium,B19,A14,Domestic,non-member,VIASAT,hub departure
40367,4753,SDX,DEX,GMXXMQ,2022-09-26,other (specify),11,Delayed,Business,Domestic,1,90+,non-elite,Gen X,ERJ-175,Express,E75,UAX,1023,Medium,A14,A83,Domestic,member,GOGO,spoke departure
40371,2210,PBX,EWX,D0XXMM,2022-09-26,chicken entrée,-13,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,A320-200,Mainline,20S,UA,1024,Medium,B6,C81,Domestic,member,PANASONIC,spoke departure
40375,1198,PBX,EWX,O0XX9E,2022-09-26,chicken entrée,-17,Early & Ontime,Business,Domestic,1,90+,global services,Gen X,A320-200,Mainline,20S,UA,1024,Medium,B6,C132,Domestic,member,PANASONIC,spoke departure
40381,1876,FLX,EWX,NFXXR2,2022-09-26,vegetarian entrée,-14,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,A320-200,Mainline,20S,UA,1065,Medium,C1,C105,Domestic,member,PANASONIC,spoke departure
40390,1757,YVX,LAX,H2XXPR,2022-09-26,other (specify),-6,Early & Ontime,Economy,Domestic,2,90+,Non-Members,Gen X,B737-900,Mainline,37K,UA,1080,Medium,E76,82,Domestic,non-member,THALES,spoke departure
40394,2148,MIX,EWX,EJXX5X,2022-09-26,chicken entrée,84,Delayed,Business,Domestic,1,90+,Non-Members,Millennial,B757-200,Mainline,75B,UA,1086,Medium,H17,C94,Domestic,non-member,PANASONIC,spoke departure
40399,1902,GUX,IAX,IMXXB6,2022-09-26,other (specify),-16,Early & Ontime,Business,Latin,2,90+,premier 1k,Gen X,B737-800,Mainline,73Y,UA,1103,Medium,18,E12,International,member,THALES,spoke departure
40402,1875,YVX,DEX,HFXXZY,2022-09-26,other (specify),-14,Early & Ontime,Business,Domestic,2,90+,non-elite,Boomer,A320-200,Mainline,20S,UA,1114,Medium,E75,B26,Domestic,member,PANASONIC,spoke departure
40405,641,YVX,DEX,N7XXSJ,2022-09-26,other (specify),3,Delayed,Business,Domestic,2,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,1114,Medium,E78,B8,Domestic,member,THALES,spoke departure
40406,1486,DEX,YVX,ATXXKM,2022-09-26,other (specify),1,Delayed,Business,Domestic,2,80+,global services,Gen X,B737-800,Mainline,73Y,UA,1114,Medium,B52,E76,Domestic,member,THALES,hub departure
40411,246,ABX,ORX,ORXX2L,2022-09-26,other (specify),14,Delayed,Business,Domestic,2,90+,premier gold,Gen X,A319-100,Mainline,19G,UA,1118,Medium,A1,C17,Domestic,member,PANASONIC,spoke departure
40412,2390,ORX,RSX,O2XXZM,2022-09-26,other (specify),-25,Early & Ontime,Business,Domestic,1,80+,non-elite,Boomer,B737-800,Mainline,73Y,UA,1120,Medium,C10A,C5,Domestic,member,THALES,hub departure
40416,1826,DEX,CMX,NMXX3L,2022-09-26,snack basket selection,-1,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,A320-200,Mainline,20S,UA,1155,Medium,A39,B29,Domestic,member,PANASONIC,hub departure
40419,1615,JAX,ORX,C7XXJ7,2022-09-26,chicken entrée,-14,Early & Ontime,Business,Domestic,2,70+,premier silver,Silent,A320-200,Mainline,20S,UA,1162,Medium,8,B9,Domestic,member,PANASONIC,spoke departure
40421,2387,FLX,ORX,BBXXX7,2022-09-26,chicken entrée,-16,Early & Ontime,Business,Domestic,2,90+,Non-Members,Boomer,B737-900,Mainline,37K,UA,1182,Medium,C3,B9,Domestic,non-member,THALES,spoke departure
40422,2408,ORX,FLX,ADXX8N,2022-09-26,chicken entrée,-23,Early & Ontime,Business,Domestic,1,80+,non-elite,Gen X,B737-900,Mainline,37K,UA,1182,Medium,B12,C3,Domestic,member,THALES,hub departure
40426,2408,ORX,FLX,A0XX5T,2022-09-26,sandwich/burger/wrap,-23,Early & Ontime,Business,Domestic,1,80+,premier platinum,Gen X,B737-900,Mainline,37K,UA,1182,Medium,B12,C3,Domestic,member,THALES,hub departure
40435,472,IAX,IAX,NPXXYG,2022-09-26,other (specify),-20,Early & Ontime,Business,Domestic,3,90+,Non-Members,Gen X,A320-200,Mainline,20S,UA,1190,Medium,E12,C6,Domestic,non-member,PANASONIC,hub departure
40441,6340,SLX,IAX,AFXXKE,2022-09-26,other (specify),272,Delayed,Business,Domestic,1,0 to 70,premier platinum,Millennial,ERJ-175,Express,E7A,UAX,1195,Medium,B12,C30,Domestic,member,GOGO,spoke departure
40442,2177,IAX,SLX,H0XXTX,2022-09-26,other (specify),-8,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,A319-100,Mainline,19F,UA,1195,Medium,C30,B14,Domestic,member,PANASONIC,hub departure
40446,3497,EYX,EWX,INXXM9,2022-09-26,other (specify),46,Delayed,Business,Domestic,1,80+,premier silver,Boomer,ERJ-170,Express,E7R,UAX,1196,Medium,8,A24,Domestic,member,GOGO,spoke departure
40451,2128,DEX,ATX,LMXX0P,2022-09-26,chicken entrée,1,Delayed,Business,Domestic,2,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,1199,Medium,B18,T17,Domestic,member,THALES,hub departure
40453,294,CLX,DEX,BCXXD1,2022-09-26,other (specify),-27,Early & Ontime,Business,Domestic,2,90+,Non-Members,Boomer,B737-MAX9,Mainline,37X,UA,1201,Medium,C23,B27,Domestic,non-member,VIASAT,spoke departure
